id,spoken_words,word_count
15196,hello room service marge simpson like hot fudge sundae whipped cream chocolate chip cheesecake bottle tequila,26
15197,let outta thelma,5
15198,okay louise,2
15199,,
15200,,
15201,want,4
15202,came kids,6
15203,wait steal light bulbs,8
15204,hmmm,1
15205,dad,1
15206,hey kids uh seen maggie anyplace,11
15207,uh um,1
15208,got ta,4
15209,kids time rub aunt patty feet,9
15210,,
15211,,
15212,hello lube job wait,7
15213,touch,3
15214,,
15215,,1
15216,,
15219,listen marge uh feel told dog ran away,15
15220,homer awful,3
15221,oh got good news dog run away,13
15222,good coming home honey pick train station hour bring kids bye,23
15223,,
15224,,
15225,jump know going tough times life ahead,20
15226,,
15227,marge maggie young like got attached marge life funny day babies thing know oh,35
15228,man reported lost baby,8
15229,yes,1
15230,describe,4
15231,uh small girl,6
15232,bingo,1
15233,oh maggie,2
15234,fast wanted counts criminal neglect,11
15235,found baby oh thank thank thank,11
15236,ah shucks big lug,10
15237,,
15238,going,4
15239,,
15240,,
15241,hi miss,5
15242,leave leave leave,9
15243,missed,4
15244,,
15245,hope help little,17
15246,got sweetheart blanket,9
15247,use little want little time expect help,23
15274,boys girls let welcome special guest ted carpenter twirl king yo yo company,17
15248,mom think speak bed worry let try little shut eye okay,30
15249,hey gives,3
15250,said wanted live world zinc jimmy car battery,19
15251,promised betty pick better,16
15252,,
15253,sorry jimmy zinc rotary mechanism telephones,12
15254,dear god,6
15255,think jimmy firing pin gun yup zinc,17
15256,come zinc come,5
15257,come zinc come zinc zinc zinc oh dream thank goodness live world telephones car batteries hand guns,29
15258,things zinc,6
15259,gross picking nose,5
15260,wants learn zinc welcome stay,12
15261,talk homework ya,11
15262,ah chef lonely hearts soup,7
15263,scratch win apu,5
15264,mrs krabappel seen doubled prices teaching,13
15265,let,2
15266,day,5
15267,bingo bango sugar gas tank ex husband strikes,11
15268,,
15269,hmp hmp personal ad fun kind lark,15
15270,answer phone need man,9
15271,,
15272,ow eyeball,3
15273,people people allllll right know wait long knock,17
15275,kids yo yo kinda dull huh competition video game,18
15276,presenting twirl king champions,5
15277,mister amazing,2
15278,sparkle,1
15279,beautiful,2
15280,zero gravity,2
15281,cobra,2
15282,guys millionaires,5
15283,bet kinds girls,8
15284,question educational value assembly,8
15285,hey pleasant memories pumpin gas living,16
15286,dawning age aquarius age aquarius aquarius aquarius,14
15287,,
15288,stunt principal,15
15289,mmm careful ooh gee grazed ear,10
15290,hurt,7
15291,oh,1
15292,yo yos cost,6
15293,care,3
15294,good bye bye bye,3
15295,wow thanks sparkle wait,7
15296,old sparkle,4
15297,right worthless butts van got schools come lets,22
15298,trick,3
15299,trick,4
15300,thank thank,4
15301,,
15302,marge come,3
15303,believe pretty soon able quit job live boy,18
15304,person gotten rich yo yo tricks,12
15306,,
15307,,
15308,months sea pilgrims running food water yes nelson,16
15309,yo yos,5
15310,yo yos landed plymouth rock greeted friendly wampanoag indians,20
15311,indians yo yos,5
15312,yo yos sick tired talking yo yos accept book reports science projects dioramas yo yos yo yo related topics making clear,44
15313,yo,1
15314,hey bart got new tricks today,9
15315,little plucking pickle,10
15316,build little steam,7
15317,,4
15318,,
15319,worry wee fish lass going better place,13
15320,bart month detention,5
15321,mrs krabappel upset untimely deaths stinky wrinkles life goes yo yo,26
15322,bart yo yo,15
15323,kidding kidding,10
15324,,3
15325,absolutely,1
15326,,
15327,,
15328,eatin woman personal ad said wanted man got humdinger,18
15329,know guess expected different photo,12
15330,let age fool cause little snow roof forget rest goes,23
15331,,
15394,girl lazy eye patch,9
15332,months detention pay yup problem jammed malibu stacy head,19
15333,edna happy hour teacher lounge,7
15334,sec,3
15335,huh plus equals recently divorced fourth grade teacher wishes meet man age object save write edna k box,24
15336,hmmm,1
15337,dear edna answered personal ad found irresistible,17
15338,,
15339,woodrow like holding hands dinner candle light oh yes hate yo yos,17
15340,oh woodrow,2
15341,,
15342,maybe let dog,7
15343,marge dogs love outdoors,5
15344,think needs dog house,7
15345,yeah ya gon na,6
15346,bet buy nice doghouse dollars,11
15347,marge tool dog house makers,9
15348,,3
15349,yes brainwashed dog house commercials tv know build dog house,22
15350,oh know,4
15351,worry drew little blueprint let walk,16
15352,door goes roof happy character sun shines house,27
15353,,
15354,detention today dear,5
15355,oh bad starting hang floor waxer,13
15356,yes,1
15357,dear woodrow admit intrigued like men met,15
15358,yeah president united states,9
15388,mmm special telling,13
15389,oh,2
15359,bad experiences ads like learn write soon photo pencil moving,29
15360,got date xerox machine,8
15361,stupid lumber,2
15362,dammit son,5
15363,hell,4
15364,,
15365,fella came store today asked change dollar sir gave quarters mistake took afternoon track,31
15366,todd like mixed vegetables,7
15367,hell,2
15368,,4
15369,said want damn vegetables,8
15370,right young man bible stories tonight,12
15371,little hard,7
15372,knew temper married,11
15373,,
15374,ned flanders phone,6
15375,stupid quarter hello ned,11
15376,sorry bother reverend lovejoy kind tizzy son todd told want eat damn vegetables,27
15377,know kids vegetables asparagus,10
15378,reverend point said bad word,10
15379,oh oh right yeah kids usually pick things someplace find uh direct bible,24
15380,bible,4
15381,uh page,3
15382,reverend,2
15383,damn flanders,2
15384,,
15385,hey lis moment time,7
15386,yeah,1
15387,suppose writing second letter girl material,22
15390,terri,3
15396,exchange student,6
15397,homework,7
15398,sure hey bart let homework,9
15399,,
15400,golly sergeant carter fix jeep maybe galveston oh galveston,20
15401,watches,5
15402,oh watch davy goliath thought idea talking dog blasphemous,19
15403,,
15404,hey mom save love letters dad sent,11
15405,course saved,5
15406,actually love postcard brewery visited,17
15407,maybe beer talking marge got butt wo quit got big chewy pretzels dollars outta,26
15408,wow dad seen,8
15409,,
15410,,
15411,penny thoughts mrs,6
15412,thinking oh interested,9
15413,try helps talk,7
15414,wishing meet man likes way look thing morning laughs jokes,25
15415,uh huh,1
15416,fix car,4
15417,oh yeah,2
15418,,
15419,dear edna photo took breath away,8
15420,,
15421,truly butt wo quit yesterday morning picture garage inspire gapped spark plugs,27
15422,,
15423,built mission,6
15424,finally villagers place pray,8
15425,bringing sheaves,4
15426,bringing sheaves,4
15427,shall come rejoicing bringing sheaves,8
15428,getting brother darn sure,11
15429,damn crappy nails super glue butt,7
15430,,
15431,,
15432,,
15433,homer,1
15434,flanders,4
15435,afraid bone pick,10
15436,look camcorder lost okay,12
15437,came talk potty mouth,10
15438,hell talking,7
15439,look homer pull boners half cocked asses want hard wish curse boys,41
15440,oh come flanders complain moustache,12
15441,wrong moustache,5
15442,makes look like got hide,9
15443,,1
15444,people talking lots people,6
15445,okay mister got deal shave soup strainer sailor talk old heave ho okay,23
15446,aye aye admiral butthead,3
15447,return tunsia colorization theater,10
15448,ah love million poets try million years describe eighths beauty,20
15449,ohhh slow frenchy stuff gold,8
15450,,
15451,wow million poets working million years lucky gon na meet,18
15452,asked send photo,8
15453,uh huh,2
15454,got reelin,12
16000,,
15455,strap skates gordie going,8
15456,,
15457,hey marge want hear funny flanders thinks swear marge laughing,19
15458,know maybe right,6
15459,surprise marge sticks flanders conversation bring hero ned flanders,23
15460,actually homer brought ned flanders said word,13
15461,look past marge maybe curse little way god old stop,25
15462,father got navy curse blue streak cost job baby photographer mom swear jar kitchen time said bad word quarter think,54
15463,marge self improvement passion bring swear jar,15
15464,pay hit hand hammer,13
15465,yes homer,2
15466,catch fire,6
15467,homer,2
15468,weird sky,10
15469,yes homer,2
15470,snuggle,5
15471,uh okay,3
15472,,
15473,dear woodrow time meet dinner afterward apartment home cookin,27
15474,huh aye carumba,3
15475,hungrily edna,3
15476,dangled line long time boat bass,14
15477,,
15478,read letters feel right watching,15
15479,bart eyes,3
15480,yes,2
15481,edna second meet stabs like thousand needles,12
15483,join gilded truffle saturday later smooch storm sexily woody,21
15484,,
15485,,
15486,,
15487,help feel partly responsible,7
15488,homer,5
15489,god,2
15490,ohh son,3
15491,hey homer ya know owe buddy sooner shaved old cookie duster lady cast commercial,27
15492,ah tell ya way checks coming criminal,14
15493,dirty bas,3
15494,ya think lisa,5
15495,dog supposed,7
15496,goes ohhh,5
15497,,
15498,oh woodrow stand,8
15499,mrs k guy need plenty good men,17
15500,,2
15501,wrong principal skinner,5
15502,seymour huh let mommy wo let play,13
15503,coach fortner,4
15504,glug glug glug glug,4
15505,wow groundskeeper willie,5
15506,gon na tell guy bart closest thing man life depressing think gon na cry,30
15507,,
15508,,
15509,oh fudge broken,4
15510,fiddle dee dee require tetanus shot going swear going kick doghouse,23
15511,dad commentary skills bought new doghouse,16
15512,money,5
15513,swear jar look inside doghouse little surprise,20
15514,maggie oh cute,3
15515,,3
15516,beer know,5
15517,maggie maggie,4
15518,maggie,2
15519,mom little ahead schedule need help love life,16
15520,oh special little guy sweetheart,8
15521,knew right bart girlfriend,9
15522,mrs krabappel,2
15523,bart teacher start going parents night,12
15524,homer bart cruel thing,8
15525,boy got teacher tell truth,13
15526,homer truth humiliate,7
15527,oh marge said thought wanted hear,15
15528,maybe write letter says good bye lets feel loved,16
15529,step aside sensitive love letters specialty,9
15530,dear baby welcome dumpville population,7
15531,help,3
15532,inoculating babies kampuchea heart,14
15533,sucks crocodiles bit face,9
15534,disgusting woman loves man matter crocodile bit face,20
15535,hold marge,7
15536,okay okay years farming ocean floor,19
15537,finish letter quickly minutes live,14
15538,simple words gay,6
15539,homer time putting,11
15540,time hear wind blow whisper edna,14
15541,oh good lisa,5
15542,gay,5
15543,shall end,5
15544,love echo ages,11
15545,oh sweet,3
15546,ohhh homer old honey dripper,6
15547,little,3
15548,,
15549,,
15550,wait wait,2
15551,,
15552,dearest edna leave know decided thing tell time hear wind blow whisper edna,43
15553,,
15554,,
15555,bart nice day today let detention outside,11
15556,date,3
15557,,
15558,mmm nuts,4
15559,hey homer slow gon na choke,9
15560,tell eat donuts,8
15561,hey homer choking,4
15562,hmm aid chart,10
15563,somebody scare,3
15564,hiccups,3
15565,hey look,4
15566,softball starts week,4
15567,softball,1
15568,,2
15569,matter guys,6
15570,homer year,8
15571,look know best season,8
15572,actually,3
15573,year gon na different,6
15574,oh yeah makes damn sure,8
16275,,
15575,secret weapon,5
15576,hey holding,7
15577,secret weapon wonder,9
15578,,
15579,come boy want,9
15580,home bat,5
15581,special home bat started year terrible thunderstorm locked house,24
15582,sheltering large piece sheet metal ran cover tallest tree find,20
15583,told special magical piece wood bat,21
15584,homemade football hold set work making world greatest bat,16
15585,homie come bed,4
15586,homer garage,6
15587,,4
15588,wow home runs gon na hit,10
15589,let play thirty games bats game thousand,13
15590,,
15591,,
15592,hit charlie,4
15593,okay let ground rules leave chug beer man scoring chug beer chug beer odd numbered innings oh fourth inning beer inning,47
15594,hey know play softball,7
15595,play ball,2
15596,attention units attention units armored car robbed,11
15597,turn damn radio,5
15598,man wants hit ball goes direction happy,25
15599,uh mom let game,10
15600,right dear,8
15601,hey stop,3
15602,okay homer bases loaded secret weapon,11
15603,check boys magic bat,7
15605,yeah got magic bat,7
15606,got enchanted jock strap,7
15607,yeah watch,3
15608,woo hoooooo,2
15609,ha ha cops win,5
15610,license registration,5
15611,right chief,2
15612,,
15613,wow dad,2
15614,homer beer,7
15615,want beer,8
15616,kids kids kids beer let super slow motion,20
15617,mighty wallop,4
15618,hey got magic bat piano,9
15619,sister let use wooden leg,8
15620,,
15621,,
15622,good news sir plant softball team won beat shelbyville week capture pennant,20
15623,hear ari boys need thump tub title,18
15624,ha gladiators power plant crush team like flabby grapes,15
15625,disagree,2
15626,care bet million dollars,10
15627,oh going bet interesting,12
15628,million dollars interesting,8
15629,oh million sorry mind thought start small bait know goes yes certainly million fine,42
15630,um hm,1
15631,,
15632,smithers thinking wrong cheat order win million dollar bet,17
